State,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,2023Q2,2023Q3,2023Q4
Mississippi,50.26666666666667,69.93333333333334,78.66666666666667,59.86666666666667,50.03333333333333,73.39999999999999,79.26666666666667,55.96666666666667,56.06666666666666,71.7,81.60000000000001,66.8
Missouri,35.96666666666667,63.800000000000004,75.2,50.23333333333333,35.699999999999996,64.76666666666667,75.23333333333333,44.43333333333334,40.333333333333336,65.39999999999999,74.93333333333334,58.9
Montana,25.5,51.46666666666667,65.16666666666667,33.733333333333334,26.3,47.4,66.46666666666667,28.133333333333336,23.2,52.0,64.23333333333333,42.4
Nebraska,29.46666666666667,59.23333333333333,72.3,43.199999999999996,30.133333333333336,58.866666666666674,72.96666666666667,36.4,28.433333333333334,60.0,71.3,51.2
Nevada,36.166666666666664,59.699999999999996,71.89999999999999,42.4,37.333333333333336,56.166666666666664,72.63333333333333,39.9,31.36666666666667,55.36666666666667,69.76666666666667,52.4
New Hampshire,25.333333333333332,54.86666666666667,65.10000000000001,38.96666666666667,23.5,53.833333333333336,65.53333333333333,38.833333333333336,28.666666666666668,53.166666666666664,65.53333333333335,52.3
New Jersey,36.56666666666667,61.73333333333333,73.43333333333334,48.6,36.03333333333333,61.400000000000006,74.23333333333333,45.76666666666667,40.833333333333336,60.73333333333333,72.5,58.2
New Mexico,39.06666666666666,63.0,71.26666666666667,48.4,38.4,64.23333333333333,72.10000000000001,43.833333333333336,39.06666666666667,61.333333333333336,74.23333333333333,57.5
New York,26.900000000000002,55.833333333333336,66.60000000000001,41.53333333333333,24.433333333333337,55.36666666666667,66.73333333333333,39.6,30.366666666666664,54.96666666666667,66.0,53.1
North Carolina,45.36666666666667,65.96666666666665,75.16666666666667,54.43333333333334,46.0,67.53333333333333,75.26666666666667,50.76666666666667,49.93333333333334,64.96666666666667,75.5,61.0
North Dakota,20.900000000000002,54.26666666666667,68.3,31.733333333333334,15.033333333333331,50.36666666666667,67.03333333333333,25.333333333333332,14.0,54.63333333333333,65.60000000000001,43.8
Ohio,33.63333333333333,60.56666666666666,71.5,47.0,32.666666666666664,61.03333333333333,70.5,42.9,38.63333333333333,59.53333333333333,70.03333333333333,55.8
Oklahoma,41.63333333333333,66.9,79.33333333333333,55.333333333333336,42.03333333333333,70.39999999999999,81.73333333333333,49.800000000000004,45.56666666666666,68.26666666666667,80.76666666666667,62.7
Oregon,35.800000000000004,54.6,65.73333333333333,40.63333333333333,37.43333333333333,48.699999999999996,67.56666666666666,39.166666666666664,32.699999999999996,52.43333333333334,64.73333333333333,50.0
Pennsylvania,32.233333333333334,58.333333333333336,69.36666666666666,44.76666666666667,30.5,58.199999999999996,68.89999999999999,40.93333333333333,36.43333333333334,57.366666666666674,68.23333333333333,54.1
Rhode Island,34.13333333333333,58.79999999999999,70.39999999999999,46.63333333333333,33.333333333333336,58.300000000000004,70.96666666666667,45.46666666666667,37.36666666666667,57.400000000000006,70.06666666666666,57.0
South Carolina,50.26666666666667,69.3,77.66666666666667,57.666666666666664,51.1,71.33333333333333,78.06666666666666,54.666666666666664,54.6,68.16666666666667,78.46666666666667,63.9
South Dakota,26.233333333333334,56.96666666666667,70.93333333333334,37.96666666666667,24.2,54.26666666666667,71.06666666666666,31.233333333333334,21.933333333333334,57.4,69.10000000000001,47.3
Tennessee,43.56666666666666,64.76666666666667,74.63333333333334,53.13333333333333,43.0,67.13333333333334,75.26666666666667,48.73333333333333,48.03333333333333,65.26666666666667,74.8,61.0
Texas,50.23333333333333,71.96666666666667,80.33333333333333,62.06666666666666,49.53333333333333,76.8,82.73333333333333,56.800000000000004,54.666666666666664,73.5,85.10000000000001,68.5
Utah,32.9,58.800000000000004,70.5,40.5,32.96666666666667,56.23333333333333,71.39999999999999,37.0,28.400000000000002,55.0,69.7,51.0
Vermont,23.400000000000002,53.96666666666667,64.39999999999999,38.03333333333333,21.2,53.333333333333336,64.63333333333334,37.93333333333333,26.866666666666664,52.699999999999996,64.8,51.6
Virginia,40.56666666666667,63.199999999999996,73.56666666666668,50.86666666666667,40.9,64.16666666666667,73.16666666666667,46.73333333333333,45.5,62.46666666666666,73.2,59.0
Washington,35.233333333333334,54.666666666666664,64.5,38.63333333333333,35.53333333333333,49.06666666666666,66.46666666666667,37.36666666666667,34.23333333333333,54.06666666666666,64.46666666666667,49.2
West Virginia,36.666666666666664,59.73333333333333,70.53333333333335,47.63333333333333,35.766666666666666,60.833333333333336,69.63333333333334,43.199999999999996,41.13333333333333,59.0,69.7,55.9
Wisconsin,22.633333333333336,56.43333333333334,66.60000000000001,37.4,17.900000000000002,53.93333333333334,65.73333333333333,33.86666666666667,24.46666666666667,55.599999999999994,66.46666666666667,49.4
Wyoming,24.333333333333332,50.56666666666666,64.1,35.56666666666667,25.266666666666666,47.333333333333336,65.36666666666667,29.633333333333336,21.599999999999998,49.13333333333333,62.866666666666674,43.5
